iter	RMSE
286	0.06958156531
287	0.06953727368
288	0.06950357049
289	0.06942422903
290	0.0693321992
291	0.06925966011
292	0.06921016531
293	0.06914832406
294	0.06910540121
295	0.06906127594
296	0.06899303412
297	0.0689560728
298	0.06889967375
299	0.06884103253
300	0.06876909314
301	0.06871396858
302	0.06864690157
303	0.06859657044
304	0.06852832784
305	0.0684694504
306	0.0684016436
307	0.06836005396
308	0.06828132609
309	0.06823319369
310	0.06818469086
311	0.06811810728
312	0.06805409771
313	0.06801317475
314	0.06796274067
315	0.06790248957
316	0.06783705913
317	0.06780963115
318	0.06775857312
319	0.06771711936
320	0.06768303845
321	0.06764487216
322	0.06760967896
323	0.06754543072
324	0.06747522629
325	0.06742353917
326	0.0673745913
327	0.06732460885
328	0.06727076647
329	0.06720982957
330	0.06715422119
331	0.06707735452
332	0.06699233443
333	0.06694391323
334	0.06689129036
335	0.06683956845
336	0.06678945448
337	0.06670194712
338	0.06663869488
339	0.06659883475
340	0.06655719961
341	0.06648294692
342	0.06643465767
343	0.06638827887
344	0.06632817243
345	0.06629032173
346	0.06621891939
347	0.06618376255
348	0.06613178709
349	0.0660626958
350	0.06602404294
351	0.06596364989
352	0.06593851311
353	0.0658933863
354	0.06585701863
355	0.06583299778
356	0.06577881723
357	0.06572443542
358	0.06568868665
359	0.0656227462
360	0.06560349104
361	0.06557309651
362	0.06550982216
363	0.06546342984
364	0.06541718081
365	0.06536728849
366	0.06531686375
367	0.0652793566
368	0.0652429477
369	0.06521160569
370	0.06517943267
371	0.06513040392
372	0.06507885835
373	0.06503031914
374	0.06498905407
375	0.06494078899
376	0.06489129241
377	0.06483458321
378	0.06480436298
379	0.06475977749
380	0.06472066974
381	0.06468671318
382	0.06465741929
383	0.06461494423
384	0.06456597522
385	0.06452698369
386	0.06446889028
387	0.06443740997
388	0.06439357228
389	0.06436191722
390	0.06432351147
391	0.06428505597
392	0.06424214146
393	0.06419718458
394	0.06415976165
395	0.06410401506
396	0.06406260455
397	0.06403328147
398	0.06399911986
399	0.06395283294
400	0.0639218651
401	0.06386460258
402	0.06382826302
403	0.06377644937
404	0.06374760729
405	0.06371804031
406	0.06369386439
407	0.06366909212
408	0.0636407439
409	0.06359136052
410	0.06356271554
411	0.06352440254
412	0.06346879755
413	0.06343566298
414	0.06340136979
415	0.06336236633
416	0.06331759831
417	0.06327616828
418	0.06323488285
419	0.06319577981
420	0.06316481339
421	0.06311943199
422	0.06309013808
423	0.06303752229
424	0.06300136647
425	0.06296109221
426	0.06291627529
427	0.06287889002
428	0.0628294116
429	0.06278576712
430	0.06273972866
431	0.06269636295
432	0.06267181025
433	0.06263035065
434	0.06260132534
435	0.06257417625
436	0.06255017968
437	0.06251306216
438	0.06249520091
439	0.06247474652
440	0.0624437762
441	0.06240040566
442	0.06238035678
443	0.06234347625
444	0.06231388469
445	0.06227845126
446	0.06224939781
447	0.06221121773
448	0.06217422583
449	0.06213982173
450	0.06210876517
451	0.0620676108
452	0.06203247539
453	0.06200650733
454	0.06197584374
455	0.0619377123
456	0.0619016006
457	0.06186772166
458	0.06183280884
459	0.06180540417
460	0.06177437284
461	0.06173306314
462	0.061702268
463	0.06166904518
464	0.0616359357
465	0.06159062139
466	0.06155232307
467	0.06152821867
468	0.06150666432
469	0.06145606444
470	0.06142332369
471	0.06138381936
472	0.06132648075
473	0.06129721153
474	0.06126227077
475	0.06123465636
476	0.06119772774
477	0.06116018535
478	0.06112990558
479	0.06110521689
480	0.06106766844
481	0.06101065714
482	0.06097087879
483	0.06094817605
484	0.06092284269
485	0.06089721318
486	0.06086756223
487	0.0608253189
488	0.06078729281
489	0.06076429692
490	0.06073421344
491	0.06071542437
492	0.06067707326
493	0.06066175341
494	0.06062489002
495	0.06060120812
496	0.06057481593
497	0.06054184096
498	0.06051456319
499	0.06048581015
500	0.06046447908
501	0.06042807746
502	0.06040979191
503	0.06038754272
504	0.06036376816
505	0.06031764439
506	0.06029494488
507	0.06025477886
508	0.06023515795
509	0.0602066979
510	0.06017376827
511	0.06014320558
512	0.06011639051
513	0.06009737468
514	0.06007087553
515	0.06005248738
516	0.06001850216
517	0.0599940653
518	0.0599657102
519	0.05993358454
520	0.059911601
521	0.05989168193
522	0.05987445154
523	0.059842146
524	0.05980630772
525	0.05978463479
526	0.05975248515
527	0.05972512429
528	0.05969773601
529	0.05967370822
530	0.05965066936
531	0.05962125976
532	0.05959968019
533	0.05956831128
534	0.05953762624
535	0.05950860737
536	0.05948775535
537	0.05945114908
538	0.05942405937
539	0.05940124615
540	0.05937973314
541	0.05935961743
542	0.05933506144
543	0.05929525512
544	0.05927691954
545	0.0592473568
546	0.05921588885
547	0.05918648823
548	0.05915531791
549	0.05912740859
550	0.0591033068
551	0.05907690993
552	0.05905805319
553	0.0590264985
554	0.05900877442
555	0.05898508307
556	0.05895396808
557	0.05892769744
558	0.05889376694
559	0.05885580025
560	0.05883375536
561	0.05880727859
562	0.0587864907
563	0.05876829499
564	0.05874874552
565	0.05873294107
566	0.0587101576
567	0.05869158344
568	0.0586581564
569	0.05863718393
570	0.05862125437
571	0.05860433449
572	0.05858923141
573	0.05856031995
574	0.05854231615
575	0.05850581961
576	0.05848057057
577	0.05845020073
578	0.05843039464
579	0.05841306978
580	0.05839912885
581	0.05837577537
582	0.05835902312
583	0.05834289237
584	0.0583188432
585	0.05829397707
586	0.05826714438
587	0.05823874714
588	0.05820923341
589	0.05819695967
590	0.05817527549
591	0.05815892193
592	0.05813865365
593	0.05811960232
594	0.05809905241
595	0.05807625156
596	0.05805059999
597	0.05802712222
598	0.05800999226
599	0.05798485008
600	0.05795971881
601	0.0579356577
602	0.05789736664
603	0.05788161878
604	0.05786634068
605	0.05785239537
606	0.05782894174
607	0.05780001564
608	0.05778248202
609	0.0577680332
610	0.05775245641
611	0.05772749256
612	0.05769203139
613	0.05767562245
614	0.05765824639
615	0.05764266732
616	0.05762530713
617	0.05760139229
618	0.05758379869
619	0.05756922434
620	0.05755013939
621	0.05752936556
622	0.05751065052
623	0.05748851641
624	0.05747184386
625	0.05744568343
626	0.0574322129
627	0.05741610194
628	0.05740166652
629	0.05736591242
630	0.05733785409
631	0.05731879813
632	0.05730617864
633	0.05729270066
634	0.05727366358
635	0.05725955548
636	0.05724491336
637	0.05721420236
638	0.05719305187
639	0.05717936467
640	0.05715912508
641	0.05714495582
642	0.05712365234
643	0.05710362946
644	0.05707401659
645	0.05705755847
646	0.05704351712
647	0.05702829512
648	0.05701176311
649	0.05699794718
650	0.05697889198
651	0.05696222876
652	0.0569488013
653	0.05693396493
654	0.05690041277
655	0.05688072401
656	0.05685935309
657	0.05683215725
658	0.05681747928
659	0.05680436019
660	0.05678028837
661	0.05676648707
662	0.05674723647
663	0.05672979796
664	0.05671573768
665	0.05670191281
666	0.0566877006
667	0.05665921058
668	0.05662836444
669	0.05661704425
670	0.05660078348
671	0.05658609506
672	0.05656145217
673	0.05654954991
674	0.05653908894
675	0.05652879563
676	0.05651248183
677	0.056489125
678	0.05646955169
679	0.05645716122
680	0.05644341948
681	0.05642277421
682	0.0564112806
683	0.05639060549
684	0.05636542887
685	0.05634752926
686	0.05633330928
687	0.05631744993
688	0.05630382099
689	0.056285769
690	0.05627032018
691	0.0562452524
692	0.05622290664
693	0.05620977917
694	0.05619195914
695	0.05618171568
696	0.0561633566
697	0.05614414991
698	0.05612443444
699	0.05610581054
700	0.05609480239
701	0.05608042011
702	0.0560611535
703	0.05604850235
704	0.056036061
705	0.05602805537
706	0.05600933093
707	0.05599087476
708	0.05597684208
709	0.05595827019
710	0.05593997096
711	0.05592807885
712	0.05589737621
713	0.05588180071
714	0.05586592581
715	0.05585151986
716	0.05583503486
717	0.05581963233
718	0.05580581909
719	0.05577680823
720	0.05576265183
721	0.05575066506
722	0.05573448432
723	0.0557246882
724	0.05569886687
725	0.05568914868
726	0.05567985053
727	0.05566123749
728	0.055646718
729	0.05563711033
730	0.05562795311
731	0.05560525838
732	0.05558772473
733	0.0555702266
734	0.0555440032
735	0.05553319518
736	0.05552129256
737	0.05550308284
738	0.05549274042
739	0.05548127969
740	0.05546415089
741	0.05544429049
742	0.05542619031
743	0.05540981219
744	0.0553969647
745	0.05537190429
746	0.05535286674
747	0.05534352408
748	0.05533446482
749	0.05531406599
750	0.05530343672
751	0.05528250451
752	0.05527152701
753	0.05525845612
754	0.05524230332
755	0.05522558423
756	0.05521557896
757	0.05519727746
758	0.05518455273
759	0.05516877316
760	0.05513978232
761	0.05512196203
762	0.05510449275
763	0.0550958061
764	0.05507894037
765	0.05506266674
766	0.05505169744
767	0.05504013475
768	0.0550238168
769	0.05500958511
770	0.05500498834
771	0.05499102474
772	0.05498080759
773	0.05496512274
774	0.05495330816
775	0.05493228093
776	0.05491541257
777	0.0549006364
778	0.05489171646
779	0.05488001026
780	0.05486430439
781	0.05485456157
782	0.05484190853
783	0.05482676245
784	0.05480890253
785	0.05480004605
786	0.05478670158
787	0.05476906944
788	0.05475634298
789	0.05474653721
790	0.05473505406
791	0.05472438282
792	0.05470473164
793	0.05469747038
794	0.05468233283
795	0.05466692164
796	0.05463707516
797	0.05462520467
798	0.05461618778
799	0.05460683067
800	0.05459035267
801	0.05458087894
802	0.05456644808
803	0.05455482726
804	0.05454396407
805	0.05453097077
806	0.05452078164
807	0.0545110351
808	0.05449887805
809	0.05448887575
810	0.05447908223
811	0.05446983438
812	0.05444749822
813	0.0544304954
814	0.05441790292
815	0.05440629974
816	0.05439130733
817	0.05437853933
818	0.05436206026
819	0.0543380696
820	0.05433122034
821	0.05431284016
822	0.05429415535
823	0.05428720833
824	0.05427671712
825	0.05426832102
826	0.05424956742
827	0.05423160391
828	0.05421778993
829	0.05420806771
830	0.05419758957
831	0.05419023292
832	0.05417928994
833	0.05416816088
834	0.05415204621
835	0.05414493548
836	0.05413271799
837	0.05411621604
838	0.05410281783
839	0.05409133847
840	0.05408490435
841	0.05407001125
842	0.05405243436
843	0.05404369597
844	0.05403139569
845	0.05401633634
846	0.05400022004
847	0.05398169417
848	0.05397427007
849	0.05396662954
850	0.05395147682
851	0.0539396245
852	0.05392577527
853	0.05391641398
854	0.05389669441
855	0.05388555791
856	0.05387555143
857	0.05385602254
858	0.05383460447
859	0.05382572578
860	0.05382053316
861	0.05381098179
862	0.05380464585
863	0.05379009228
864	0.05377999995
865	0.0537678517
866	0.05375994976
867	0.05375289244
868	0.05374153857
869	0.0537315496
870	0.05372325013
871	0.05371439355
872	0.05370382344
873	0.05369021321
874	0.05367493924
875	0.05366254257
876	0.05364990839
877	0.05364315176
878	0.05363364135
879	0.05362305574
880	0.05360970103
881	0.05359746258
882	0.05358332197
883	0.0535748903
884	0.05356787387
885	0.05355419109
886	0.05354963095
887	0.05354255596
888	0.05353301849
889	0.05352099153
890	0.05351085305
891	0.0535039473
892	0.05349052375
893	0.05347952445
894	0.05347082877
895	0.0534653533
896	0.05345720021
897	0.05344782048
898	0.05343742594
899	0.05343007222
900	0.05341823789
901	0.05340998136
902	0.05340396983
903	0.0533932558
904	0.05338644685
905	0.05337091673
906	0.05336229702
907	0.05334999634
908	0.05333767017
909	0.05332866736
910	0.05331738698
911	0.05330548112
912	0.05329104703
913	0.05328454524
914	0.05327308461
915	0.05326114973
916	0.05324818313
917	0.05323521319
918	0.05322531053
919	0.05321640811
920	0.05320637793
921	0.05319258919
922	0.05318642509
923	0.05317585572
924	0.0531665309
925	0.05316032966
926	0.0531530703
927	0.05313685272
928	0.05312887603
929	0.05311677415
930	0.05311123116
931	0.05310203302
932	0.05308803752
933	0.05307837481
934	0.05307106167
935	0.0530656568
936	0.05306088911
937	0.05305242076
938	0.05304183763
939	0.05303063736
940	0.05302380617
941	0.0530109779
942	0.05300540761
943	0.05299919961
944	0.05298976553
945	0.05298413919
946	0.05297478672
947	0.05296747481
948	0.05296020974
949	0.05294726488
950	0.05293891745
951	0.05292996156
952	0.0529227132
953	0.05291032292
954	0.05289976183
955	0.05288455441
956	0.05287686818
957	0.05286405469
958	0.0528568152
959	0.05284679492
960	0.05284003807
961	0.05283089594
962	0.05282383299
963	0.0528143623
964	0.05280467182
965	0.0527981796
966	0.05279078021
967	0.05277703088
968	0.05276686896
969	0.05275643438
970	0.05275014682
971	0.05274406081
972	0.05273282193
973	0.05272543893
974	0.0527128591
975	0.05270289392
976	0.05269311827
977	0.0526737704
978	0.05266459053
979	0.05265519964
980	0.05264495173
981	0.05263324875
982	0.05262467677
983	0.05261792383
984	0.05260846359
985	0.05260049782
986	0.05259156869
987	0.05258343199
988	0.05257234457
989	0.05256459579
990	0.05254538431
991	0.05253699767
992	0.05252695748
993	0.0525186537
994	0.05250604936
995	0.05250033606
996	0.05249008485
997	0.05248371198
998	0.05247210055
999	0.05246082534
1000	0.05245473421
1001	0.05244754328
1002	0.05243575283
1003	0.05242976123
1004	0.05242039518
1005	0.05241076378
1006	0.0524056711
1007	0.0523995495
1008	0.05239344616
1009	0.05238242174
1010	0.05237556797
1011	0.05236671552
1012	0.05235945668
1013	0.05235045324
1014	0.05234030287
1015	0.05233024745
1016	0.05232648859
1017	0.05231727391
1018	0.05230992028
1019	0.05230194833
1020	0.05228956296
1021	0.05228047943
1022	0.05227088645
1023	0.05226243114
1024	0.05225323371
1025	0.05224512179
1026	0.05223652183
1027	0.05222840642
1028	0.05221945137
1029	0.05221199472
1030	0.05220418791
1031	0.05219750151
1032	0.05218985186
1033	0.05217928954
1034	0.05217136865
1035	0.05216356319
1036	0.05215727795
1037	0.05214866676
1038	0.05214170962
1039	0.05212871129
1040	0.05212000213
1041	0.05211139858
1042	0.05210141094
1043	0.05209340812
1044	0.05208601564
1045	0.05207884976
1046	0.05207055637
1047	0.05206291624
1048	0.05205410765
1049	0.05204740975
1050	0.05203534694
1051	0.05202450289
1052	0.05201194696
1053	0.05200221191
1054	0.05199186285
1055	0.05197920571
1056	0.0519662545
1057	0.05196021273
1058	0.051952487
1059	0.05194400338
1060	0.05193054619
1061	0.05192337495
1062	0.0519151698
1063	0.05190767206
1064	0.05189983692
1065	0.05189000115
1066	0.0518787115
1067	0.05187297349
1068	0.0518646587
1069	0.05185715592
1070	0.05185260643
1071	0.0518403009
1072	0.05183388359
1073	0.05182677311
1074	0.05181990524
1075	0.05181323138
1076	0.05180463832
1077	0.05180022868
1078	0.0517942077
1079	0.05178885993
1080	0.05177894504
1081	0.0517674508
1082	0.05175736931
1083	0.05175091423
1084	0.05174176184
1085	0.05172956565
1086	0.05172352995
1087	0.05171621927
1088	0.05170840606
1089	0.05169574092
1090	0.05168145648
1091	0.05167481333
1092	0.0516678968
1093	0.05165959715
1094	0.05165385753
1095	0.05164443261
1096	0.05163518316
1097	0.05162570206
1098	0.05161905477
1099	0.05161298067
1100	0.05160769286
1101	0.05160362804
1102	0.05159591503
1103	0.05158827233
1104	0.05157837551
1105	0.05157298862
1106	0.05156705518
1107	0.05155930988
1108	0.0515530956
1109	0.05153794965
1110	0.0515304899
1111	0.05152378984
1112	0.05151665185
1113	0.05151411959
1114	0.05150882823
1115	0.05150199978
1116	0.05149542798
1117	0.05148932357
1118	0.05148535282
1119	0.05147922134
1120	0.05146989347
1121	0.05146293855
1122	0.05145260507
1123	0.05144572649
1124	0.05143941491
1125	0.05143419267
1126	0.05142639705
1127	0.05141779367
1128	0.05140952434
1129	0.0514056783
1130	0.05139786021
1131	0.05139005286
1132	0.05137603957
1133	0.05136937276
1134	0.05136199166
1135	0.05135653592
1136	0.05135126806
1137	0.05134315953
1138	0.05133754602
1139	0.05133096236
1140	0.05132415988
1141	0.05131741805
1142	0.05130730587
1143	0.05130162035
1144	0.05128694723
1145	0.05128254425
1146	0.05127276436
1147	0.05126806634
1148	0.05125486864
1149	0.05124597365
1150	0.05123918057
1151	0.05123595549
1152	0.0512305366
1153	0.05122478471
1154	0.05121199783
1155	0.05120476948
1156	0.0511984933
1157	0.05119363414
1158	0.05118621628
1159	0.05117874907
1160	0.05117182428
1161	0.05116478309
1162	0.05115739039
1163	0.05114828688
1164	0.05114565734
1165	0.05114032576
1166	0.05113399673
1167	0.05112758701
1168	0.05112254611
1169	0.05111711357
1170	0.05110973391
1171	0.05110256173
1172	0.05109790783
1173	0.0510929622
1174	0.05108826575
1175	0.05108333441
1176	0.05107265276
1177	0.05106757885
1178	0.05105913529
1179	0.05105343703
1180	0.05104667538
1181	0.05104053534
1182	0.05103504826
1183	0.05102648308
1184	0.0510221183
1185	0.05101522702
1186	0.05101176293
1187	0.05100755782
1188	0.05099725925
1189	0.05099093377
1190	0.05098404002
1191	0.05097582156
1192	0.05096878425
1193	0.05096268221
1194	0.0509554945
1195	0.05094707207
1196	0.05093983385
1197	0.05093303013
1198	0.05092461947
1199	0.05091558069
1200	0.05090673845
1201	0.05089504749
1202	0.05088350736
1203	0.05087402572
1204	0.05086613664
1205	0.05085981734
1206	0.05084853848
1207	0.05084485864
1208	0.05083561018
1209	0.05082933152
1210	0.05082173174
1211	0.05081572399
1212	0.05080781002
1213	0.05080072015
1214	0.05079500764
1215	0.05078939252
1216	0.05078032334
1217	0.05077466789
1218	0.05076701868
1219	0.05075988128
1220	0.05074613966
1221	0.0507415575
1222	0.05073511869
1223	0.05072245668
1224	0.05071652479
1225	0.05070542537
1226	0.05069765669
1227	0.05068952208
1228	0.05068348004
1229	0.05067578971
1230	0.05067007751
1231	0.05065964916
1232	0.05065492347
1233	0.05064886977
1234	0.05064281849
1235	0.05062922735
1236	0.05062496808
1237	0.05061794829
1238	0.0506094079
1239	0.05060779785
1240	0.0505991114
1241	0.05059564009
1242	0.05059099114
1243	0.05058475825
1244	0.05058054894
1245	0.05057206601
1246	0.05056746153
1247	0.05055775801
1248	0.05055072688
1249	0.05054571853
1250	0.05053868304
1251	0.05053484754
1252	0.05052608373
1253	0.05052081119
1254	0.05051254282
1255	0.05050792372
1256	0.05050298705
1257	0.05049514181
1258	0.05048783997
1259	0.05048234285
1260	0.05047872684
1261	0.05047158394
1262	0.05046784619
1263	0.05046166235
1264	0.0504565123
1265	0.05044752339
1266	0.05044328626
1267	0.05043753499
1268	0.05043372413
1269	0.05042693389
1270	0.05042094453
1271	0.0504158639
1272	0.05041154569
1273	0.05040650455
1274	0.05040126282
1275	0.050391316
1276	0.05038795656
1277	0.05038360118
1278	0.05037508089
1279	0.05036982729
1280	0.05035932032
1281	0.05035300956
1282	0.05034826584
1283	0.05034253368
1284	0.05033747465
1285	0.05033363607
1286	0.05032421249
1287	0.05031932633
1288	0.05031535056
1289	0.05030980244
1290	0.05030001742
1291	0.05029187937
1292	0.05028712391
1293	0.05027769364
1294	0.0502739935
1295	0.05026742444
1296	0.05026426467
1297	0.05025927164
1298	0.05025417385
1299	0.05024636298
1300	0.05023589822
1301	0.05022967277
1302	0.05022234996
1303	0.05021617314
1304	0.05021167593
1305	0.05020079704
1306	0.05019303783
1307	0.05018796479
1308	0.05018208843
1309	0.05017407699
1310	0.0501683738
1311	0.05016220732
1312	0.05014962299
1313	0.05014488063
1314	0.0501407945
1315	0.05013514398
1316	0.05012983864
1317	0.05012173963
1318	0.05011679553
1319	0.05011070082
1320	0.05010709755
1321	0.05010186659
1322	0.05009289928
1323	0.05008733491
1324	0.05008319892
1325	0.05007911911
1326	0.05007600851
1327	0.05007149052
1328	0.05006740228
1329	0.05006281236
1330	0.05005879852
1331	0.05005431511
1332	0.0500498434
1333	0.05004483035
1334	0.05004027168
1335	0.05003568448
1336	0.05002791347
1337	0.05002372703
1338	0.0500151013
1339	0.05000967276
1340	0.05000677269
1341	0.05000048843
1342	0.04999501074
1343	0.04999108547
1344	0.04998623086
1345	0.04998189523
1346	0.04997370531
1347	0.04996925226
1348	0.04996082671
1349	0.04995608095
1350	0.04995011044
1351	0.04994441892
1352	0.04993349208
1353	0.04993092172
1354	0.04992364303
1355	0.04991907909
1356	0.04991333626
1357	0.04990972703
1358	0.04990572623
1359	0.04989856333
1360	0.04989362152
1361	0.04988910472
1362	0.04988199224
1363	0.04987869339
1364	0.04986661024
1365	0.04986150777
1366	0.04985764738
1367	0.04985273207
1368	0.04984894204
1369	0.04984425139
1370	0.04983668455
1371	0.04982947472
1372	0.04982392949
1373	0.04981699283
1374	0.04981000528
1375	0.04980515479
1376	0.04979866602
1377	0.04979413944
1378	0.04978895031
1379	0.04978501551
1380	0.04978174204
1381	0.04977083581
1382	0.04976542956
1383	0.04976083749
1384	0.04975522254
1385	0.04974476504
1386	0.04974158898
1387	0.04973637501
1388	0.04973165551
1389	0.04972406483
1390	0.04972041887
1391	0.04971659284
1392	0.04971250053
1393	0.04970846641
1394	0.04970395319
1395	0.0497000403
1396	0.04969437568
1397	0.04968894325
1398	0.04968276387
1399	0.04967820885
1400	0.04967460764
1401	0.04966725932
1402	0.04966172415
1403	0.04965717846
1404	0.04965167139
1405	0.04964675831
1406	0.04963921941
1407	0.04963499022
1408	0.04962890601
1409	0.04962440966
1410	0.04961771458
1411	0.04961348206
1412	0.04960656332
1413	0.04960102437
1414	0.04959487074
1415	0.04958920865
1416	0.04958640841
1417	0.04957903399
1418	0.04957310208
1419	0.04956646633
1420	0.04955883765
1421	0.04955415662
1422	0.04955017032
1423	0.0495475413
1424	0.04954391355
1425	0.04953996554
1426	0.04953625981
1427	0.04952934818
1428	0.04952354649
1429	0.04951435598
1430	0.04951016416
1431	0.04950528834
1432	0.04949855775
1433	0.04949534416
1434	0.04949031501
1435	0.0494817037
1436	0.04947813829
1437	0.04946920489
1438	0.0494644256
1439	0.04945900757
1440	0.0494530531
1441	0.04944892884
1442	0.04944201873
1443	0.04943649549
1444	0.0494327274
1445	0.04942717695
1446	0.04942030077
1447	0.04941597243
1448	0.04941248005
1449	0.04940786042
1450	0.04940615995
1451	0.04940280913
1452	0.0493974372
1453	0.04939297367
1454	0.04938792103
1455	0.04938194394
1456	0.04937807529
1457	0.04937482852
1458	0.04936832915
1459	0.04936147084
1460	0.04935851303
1461	0.04935308145
1462	0.04934906883
1463	0.04934534253
1464	0.04934044565
1465	0.04933370016
1466	0.04932803897
1467	0.04932235608
1468	0.04931798364
1469	0.04931285059
1470	0.04930886331
1471	0.04930201193
1472	0.04929797839
1473	0.04929507995
1474	0.04929150887
1475	0.04928349535
1476	0.04928011209
1477	0.04927642024
1478	0.04927166912
1479	0.04926785544
1480	0.04925967685
1481	0.04925659548
1482	0.04925320522
1483	0.04924873702
1484	0.04924523478
1485	0.04923878165
1486	0.0492342739
1487	0.04922985114
1488	0.04922508616
1489	0.04922095531
1490	0.04921536818
1491	0.04920771528
1492	0.04920355397
1493	0.04919745744
1494	0.04919395285
1495	0.04918679265
1496	0.04918129657
1497	0.04917575829
1498	0.0491684582
1499	0.04916576884
